# x, f(x), root1, root2
-1.700000000000000000e+01,3.240000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.691478696741854648e+01,3.209395920879893538e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.682957393483709296e+01,3.178937066978222674e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.674436090225563945e+01,3.148623438294985704e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.665914786967418593e+01,3.118455034830183195e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.657393483709273241e+01,3.088431856583815716e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.648872180451127889e+01,3.058553903555882130e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.640350877192982537e+01,3.028821175746384142e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.631829573934837185e+01,2.999233673155319480e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.623308270676691834e+01,2.969791395782689847e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.614786967418546482e+01,2.940494343628495244e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.606265664160401130e+01,2.911342516692734534e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.597744360902255600e+01,2.882335914975408286e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.589223057644110249e+01,2.853474538476517068e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.580701754385964897e+01,2.824758387196060312e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.572180451127819545e+01,2.796187461134038017e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.563659147869674193e+01,2.767761760290450184e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.555137844611528841e+01,2.739481284665297380e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.546616541353383489e+01,2.711346034258579039e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.538095238095238138e+01,2.683356009070295158e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.529573934837092786e+01,2.655511209100445171e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.521052631578947434e+01,2.627811634349030783e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.512531328320802082e+01,2.600257284816050287e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.504010025062656553e+01,2.572848160501504253e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.495488721804511201e+01,2.545584261405392965e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.486967418546365849e+01,2.518465587527716139e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.478446115288220497e+01,2.491492138868474342e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.469924812030075145e+01,2.464663915427666723e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.461403508771929793e+01,2.437980917205293849e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.452882205513784442e+01,2.411443144201355722e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.444360902255639090e+01,2.385050596415851487e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.435839598997493738e+01,2.358803273848782283e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.427318295739348386e+01,2.332701176500147824e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.418796992481203034e+01,2.306744304369947258e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.410275689223057682e+01,2.280932657458181723e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.401754385964912331e+01,2.255266235764850933e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.393233082706766979e+01,2.229745039289954605e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.384711779448621627e+01,2.204369068033492454e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.376190476190476275e+01,2.179138321995465049e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.367669172932330923e+01,2.154052801175872389e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.359147869674185571e+01,2.129112505574714191e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.350626566416040220e+01,2.104317435191990171e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.342105263157894868e+01,2.079667590027701181e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.333583959899749338e+01,2.055162970081846083e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.325062656641603986e+01,2.030803575354426300e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.316541353383458635e+01,2.006589405845440410e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.308020050125313283e+01,1.982520461554889835e+02,1.000000000000000000e+00,1.000000000000000000e+00
-1.299498746867167931e+01,1.958596742482773436e+02,1.000000000000000000e+00,1.000000000000000000e+00
