# x, f(x), root1, root2
-1.700000000000000000e+01,2.580000000000000000e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.691478696741854648e+01,2.552804442183151821e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.682957393483709296e+01,2.525754109584738671e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.674436090225563945e+01,2.498849002204760268e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.665914786967418593e+01,2.472089120043216042e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.657393483709273241e+01,2.445474463100106277e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.648872180451127889e+01,2.419005031375431258e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.640350877192982537e+01,2.392680824869190985e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.631829573934837185e+01,2.366501843581384605e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.623308270676691834e+01,2.340468087512013255e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.614786967418546482e+01,2.314579556661076367e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.606265664160401130e+01,2.288836251028574225e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.597744360902255600e+01,2.263238170614505975e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.589223057644110249e+01,2.237785315418872756e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.580701754385964897e+01,2.212477685441674282e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.572180451127819545e+01,2.187315280682910270e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.563659147869674193e+01,2.162298101142580720e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.555137844611528841e+01,2.137426146820685631e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.546616541353383489e+01,2.112699417717225572e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.538095238095238138e+01,2.088117913832199690e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.529573934837092786e+01,2.063681635165608270e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.521052631578947434e+01,2.039390581717451596e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.512531328320802082e+01,2.015244753487729668e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.504010025062656553e+01,1.991244150476441348e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.495488721804511201e+01,1.967388772683588343e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.486967418546365849e+01,1.943678620109170083e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.478446115288220497e+01,1.920113692753186285e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.469924812030075145e+01,1.896693990615636665e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.461403508771929793e+01,1.873419513696521790e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.452882205513784442e+01,1.850290261995841661e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.444360902255639090e+01,1.827306235513595993e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.435839598997493738e+01,1.804467434249784787e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.427318295739348386e+01,1.781773858204408327e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.418796992481203034e+01,1.759225507377466329e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.410275689223057682e+01,1.736822381768958792e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.401754385964912331e+01,1.714564481378886001e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.393233082706766979e+01,1.692451806207247671e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.384711779448621627e+01,1.670484356254044087e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.376190476190476275e+01,1.648662131519274681e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.367669172932330923e+01,1.626985132002940020e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.359147869674185571e+01,1.605453357705039821e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.350626566416040220e+01,1.584066808625574367e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.342105263157894868e+01,1.562825484764543376e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.333583959899749338e+01,1.541729386121946277e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.325062656641603986e+01,1.520778512697784493e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.316541353383458635e+01,1.499972864492057170e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.308020050125313283e+01,1.479312441504764593e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.299498746867167931e+01,1.458797243735906193e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.290977443609022579e+01,1.438427271185482539e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.282456140350877227e+01,1.418202523853493631e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.273934837092731875e+01,1.398123001739938900e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.265413533834586524e+01,1.378188704844818915e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.256892230576441172e+01,1.358399633168133391e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.248370927318295642e+01,1.338755786709882329e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.239849624060150290e+01,1.319257165470066013e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.231328320802004939e+01,1.299903769448684159e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.222807017543859587e+01,1.280695598645737050e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.214285714285714235e+01,1.261632653061224403e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.205764411027568883e+01,1.242714932695146217e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.197243107769423531e+01,1.223942437547502777e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.188721804511278179e+01,1.205315167618293941e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.180200501253132828e+01,1.186833122907519567e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.171679197994987476e+01,1.168496303415179511e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.163157894736842124e+01,1.150304709141274202e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.154636591478696772e+01,1.132258340085803496e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.146115288220551420e+01,1.114357196248767536e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.137593984962406068e+01,1.096601277630165612e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.129072681704260717e+01,1.078990584229998717e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.120551378446115365e+01,1.061525116048266142e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.112030075187970013e+01,1.044204873084968312e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.103508771929824661e+01,1.027029855340104803e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.094987468671679309e+01,1.010000062813676038e+02,-1.000000000000000000e+00,1.414213562373095145e+00
-1.086466165413533957e+01,9.931154955056817357e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-1.077944862155388606e+01,9.763761534161218947e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-1.069423558897243254e+01,9.597820365449967994e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-1.060902255639097902e+01,9.433331448923061657e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-1.052380952380952372e+01,9.270294784580498515e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-1.043859649122807021e+01,9.108710372422284252e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-1.035338345864661669e+01,8.948578212448414604e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-1.026817042606516317e+01,8.789898304658890993e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-1.018295739348370965e+01,8.632670649053711998e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-1.009774436090225613e+01,8.476895245632880460e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-1.001253132832080261e+01,8.322572094396392117e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-9.927318295739349097e+00,8.169701195344252653e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-9.842105263157895578e+00,8.018282548476454963e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-9.756892230576440284e+00,7.868316153793001888e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-9.671679197994986765e+00,7.719802011293896271e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-9.586466165413533247e+00,7.572740120979138112e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-9.501253132832079729e+00,7.427130482848724569e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-9.416040100250626210e+00,7.282973096902657062e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-9.330827067669172692e+00,7.140267963140934171e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-9.245614035087719174e+00,6.999015081563557317e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-9.160401002506265655e+00,6.859214452170527920e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-9.075187969924812137e+00,6.720866074961840297e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-8.989974937343358619e+00,6.583969949937500132e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-8.904761904761905100e+00,6.448526077097506004e+01,-1.000000000000000000e+00,1.414213562373095145e+00
-8.819548872180451582e+00,6.314534456441857202e+01,-1.000000000000000000e+00,1.414213562373095145e+00
